ID,Airline,Date_of_Journey,Source,Destination,Route,Arrival_Time,Duration,Total_Stops,Additional_Info, Price_EUR 
1958,Multiple carriers,09-04-2019 09:00,Frankfurt,Rome,FRA _ BER _ FCO,09-04-2019 19:15,10h 15m,1 stop,No info, 141.4 
1959,Eurowings,15-05-2019 11:10,London,Frankfurt,LHR _ FRA,15-05-2019 13:55,2h 45m,non-stop,No info, 37.2 
1960,Wizz Air,01-03-2019 11:40,London,Frankfurt,LHR _ FRA,01-03-2019 14:35,2h 55m,non-stop,No info, 122.2 
1961,British Airways,01-04-2019 17:45,London,Frankfurt,LHR _ FRA,01-04-2019 20:45,3h 00m,non-stop,No info, 79.5 
1962,British Airways,06-05-2019 17:45,London,Frankfurt,LHR _ FRA,06-05-2019 20:45,3h 00m,non-stop,In-flight meal not included, 44.3 
1963,Ryanair,03-03-2019 15:00,Frankfurt,Rome,FRA _ BER _ FCO,04-03-2019 01:35,10h 35m,1 stop,No info, 163.6 
1964,British Airways,27-05-2019 19:45,Frankfurt,Rome,FRA _ BER _ FCO,28-05-2019 04:25,8h 40m,1 stop,In-flight meal not included, 141.9 
1965,Multiple carriers,18-05-2019 11:30,Frankfurt,Rome,FRA _ BER _ FCO,18-05-2019 19:15,7h 45m,1 stop,No info, 159.9 
1966,Lufthansa,06-06-2019 17:40,Frankfurt,Rome,FRA _ BER _ FCO,07-06-2019 08:15,14h 35m,1 stop,No info, 79.8 
1967,easyJet,01-04-2019 08:45,Frankfurt,Rome,FRA _ BER _ FCO,01-04-2019 13:15,4h 30m,1 stop,No info, 52.9 
1968,British Airways,09-05-2019 09:35,Paris,London,CDG _ WAW _ LHR,09-05-2019 21:05,11h 30m,1 stop,In-flight meal not included, 136.2 
1969,Lufthansa,06-06-2019 12:00,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,07-06-2019 07:40,19h 40m,2 stops,No info, 94.6 
1970,Lufthansa,06-06-2019 12:00,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,06-06-2019 19:15,7h 15m,2 stops,No info, 94.6 
1971,British Airways,24-03-2019 13:55,Paris,London,CDG _ WAW _ LHR,24-03-2019 23:25,9h 30m,1 stop,No info, 156.5 
1972,British Airways,09-05-2019 23:05,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,11-05-2019 04:25,29h 20m,2 stops,No info, 166.4 
1973,Eurowings,01-06-2019 20:45,Frankfurt,Rome,FRA _ BER _ FCO,02-06-2019 07:10,10h 25m,1 stop,No info, 125.5 
1974,Lufthansa,12-03-2019 08:50,London,Frankfurt,LHR _ BRU _ MUC _ FRA,13-03-2019 09:25,24h 35m,2 stops,No info, 140.0 
1975,British Airways,09-06-2019 09:35,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,10-06-2019 12:35,27h 00m,2 stops,No info, 146.2 
1976,easyJet,24-04-2019 06:55,Paris,London,CDG _ LHR,24-04-2019 09:30,2h 35m,non-stop,No info, 42.6 
1977,Ryanair,15-06-2019 07:55,Madrid,Paris,MAD _ CDG,15-06-2019 10:15,2h 20m,non-stop,No info, 42.4 
1978,easyJet,09-06-2019 11:35,Paris,London,CDG _ WAW _ LHR,09-06-2019 18:50,7h 15m,1 stop,No info, 93.3 
1979,British Airways,24-05-2019 09:35,Paris,London,CDG _ WAW _ LHR,24-05-2019 23:35,14h 00m,1 stop,No info, 155.7 
1980,Lufthansa,24-04-2019 06:10,London,Frankfurt,LHR _ FRA,24-04-2019 08:55,2h 45m,non-stop,No info, 57.5 
1981,Air France,09-06-2019 07:10,Paris,London,CDG _ WAW _ LHR,10-06-2019 09:05,25h 55m,1 stop,No info, 103.4 
1982,British Airways,18-06-2019 07:05,Zurich,Amsterdam,ZRH _ AMS,18-06-2019 08:30,1h 25m,non-stop,In-flight meal not included, 54.9 
1983,Lufthansa,01-06-2019 19:45,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,02-06-2019 19:15,23h 30m,2 stops,No info, 117.2 
1984,Eurowings,03-04-2019 04:55,London,Frankfurt,LHR _ FRA,03-04-2019 07:45,2h 50m,non-stop,No info, 47.1 
1985,Lufthansa,21-05-2019 08:20,Paris,London,CDG _ BRU _ MUC _ LHR,21-05-2019 21:50,13h 30m,2 stops,No info, 117.7 
1986,British Airways,21-05-2019 09:35,Paris,London,CDG _ WAW _ LHR,22-05-2019 14:25,28h 50m,1 stop,In-flight meal not included, 102.5 
1987,Ryanair,27-06-2019 05:15,Madrid,Paris,MAD _ CDG,27-06-2019 07:40,2h 25m,non-stop,No info, 38.9 
1988,Lufthansa,12-06-2019 16:40,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,13-06-2019 19:15,26h 35m,2 stops,No info, 103.9 
1989,Multiple carriers,06-03-2019 07:30,Frankfurt,Rome,FRA _ BER _ FCO,06-03-2019 15:30,8h 00m,1 stop,No info, 166.6 
1990,British Airways,27-06-2019 08:20,London,Frankfurt,LHR _ FRA,27-06-2019 11:20,3h 00m,non-stop,No info, 88.2 
1991,Ryanair,24-05-2019 21:20,Zurich,Amsterdam,ZRH _ AMS,24-05-2019 22:50,1h 30m,non-stop,No info, 26.8 
1992,Ryanair,27-05-2019 10:35,Frankfurt,Rome,FRA _ BER _ FCO,28-05-2019 01:30,14h 55m,1 stop,No info, 67.1 
1993,easyJet,06-06-2019 22:45,Zurich,Amsterdam,ZRH _ AMS,07-06-2019 00:15,1h 30m,non-stop,No check-in baggage included, 21.6 
1994,Multiple carriers,12-06-2019 13:00,Frankfurt,Rome,FRA _ BER _ FCO,12-06-2019 21:00,8h 00m,1 stop,No info, 81.5 
1995,Ryanair,18-06-2019 06:25,Zurich,Amsterdam,ZRH _ AMS,18-06-2019 07:55,1h 30m,non-stop,No info, 44.5 
1996,British Airways,01-06-2019 19:50,London,Frankfurt,LHR _ FRA,01-06-2019 22:50,3h 00m,non-stop,No info, 88.2 
1997,Multiple carriers,09-05-2019 07:00,Frankfurt,Rome,FRA _ BER _ FCO,09-05-2019 19:00,12h 00m,1 stop,No info, 112.2 
1998,British Airways,01-05-2019 21:10,Paris,London,CDG _ WAW _ LHR,02-05-2019 08:15,11h 5m,1 stop,In-flight meal not included, 119.3 
1999,British Airways,09-06-2019 17:00,Paris,London,CDG _ WAW _ LHR,10-06-2019 19:10,26h 10m,1 stop,No info, 139.6 
2000,British Airways,06-05-2019 08:25,Paris,London,CDG _ WAW _ LHR,06-05-2019 16:20,7h 55m,1 stop,No info, 162.6 
2001,Wizz Air,24-05-2019 23:30,Paris,London,CDG _ WAW _ LHR,25-05-2019 07:45,8h 15m,1 stop,No info, 80.7 
2002,British Airways,27-05-2019 08:20,London,Frankfurt,LHR _ FRA,27-05-2019 11:20,3h 00m,non-stop,No info, 79.5 
2003,Air France,24-03-2019 21:10,London,Frankfurt,LHR _ FRA,28-03-2019 00:05,2h 55m,non-stop,No info, 47.9 
2004,British Airways,18-05-2019 20:00,Paris,London,CDG _ WAW _ LHR,19-05-2019 08:15,12h 15m,1 stop,No info, 153.4 
2005,British Airways,12-03-2019 09:45,London,Frankfurt,LHR _ MXP _ FRA,12-03-2019 14:25,4h 40m,1 stop,No info, 135.2 
2006,British Airways,27-05-2019 22:50,Frankfurt,Rome,FRA _ BER _ FCO,28-05-2019 12:35,13h 45m,1 stop,In-flight meal not included, 141.9 
2007,Air France,09-05-2019 07:10,Paris,London,CDG _ WAW _ LHR,09-05-2019 22:40,15h 30m,1 stop,No info, 87.2 
2008,Eurowings,15-04-2019 23:55,London,Frankfurt,LHR _ FRA,16-04-2019 02:45,2h 50m,non-stop,No info, 49.3 
2009,British Airways,06-03-2019 11:40,London,Frankfurt,LHR _ MXP _ FRA,06-03-2019 18:25,6h 45m,1 stop,No info, 211.5 
2010,Wizz Air,24-04-2019 07:25,Frankfurt,Rome,FRA _ BER _ FCO,24-04-2019 13:35,6h 10m,1 stop,No info, 51.6 
2011,British Airways,18-03-2019 21:25,London,Frankfurt,LHR _ MXP _ FRA,19-03-2019 09:30,12h 5m,1 stop,No info, 149.1 
2012,Ryanair,09-04-2019 15:00,Frankfurt,Rome,FRA _ BER _ FCO,10-04-2019 01:30,10h 30m,1 stop,No info, 69.0 
2013,British Airways,06-05-2019 18:55,Paris,London,CDG _ WAW _ LHR,07-05-2019 16:20,21h 25m,1 stop,No info, 149.4 
2014,British Airways,21-03-2019 16:10,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,22-03-2019 18:50,26h 40m,2 stops,No info, 145.0 
2015,British Airways,12-05-2019 20:25,Paris,London,CDG _ WAW _ LHR,13-05-2019 18:00,21h 35m,1 stop,No info, 155.7 
2016,Air France,12-05-2019 06:00,Frankfurt,Rome,FRA _ FCO,12-05-2019 09:10,3h 10m,non-stop,No info, 68.4 
2017,Multiple carriers,03-03-2019 07:30,Frankfurt,Rome,FRA _ BER _ FCO,03-03-2019 18:50,11h 20m,1 stop,No info, 166.5 
2018,Multiple carriers,06-03-2019 11:30,Frankfurt,Rome,FRA _ BER _ FCO,06-03-2019 21:00,9h 30m,1 stop,In-flight meal not included, 166.5 
2019,British Airways,27-06-2019 02:15,Frankfurt,Rome,FRA _ BER _ FCO,27-06-2019 19:00,16h 45m,1 stop,In-flight meal not included, 112.9 
2020,British Airways,18-05-2019 09:35,Paris,London,CDG _ WAW _ LHR,18-05-2019 22:05,12h 30m,1 stop,In-flight meal not included, 136.2 
2021,British Airways,01-04-2019 09:35,Paris,London,CDG _ WAW _ LHR,01-04-2019 19:10,9h 35m,1 stop,In-flight meal not included, 102.5 
2022,British Airways,06-05-2019 17:00,Paris,London,CDG _ WAW _ LHR,07-05-2019 18:00,25h 00m,1 stop,In-flight meal not included, 102.5 
2023,Lufthansa,01-06-2019 09:00,Frankfurt,Rome,FRA _ BER _ FCO,01-06-2019 19:15,10h 15m,1 stop,No info, 115.0 
2024,Lufthansa,18-05-2019 23:00,Frankfurt,Rome,FRA _ BER _ FCO,19-05-2019 07:40,8h 40m,1 stop,No info, 92.1 
2025,British Airways,09-03-2019 19:45,Frankfurt,Rome,FRA _ BER _ FCO,10-03-2019 04:25,8h 40m,1 stop,In-flight meal not included, 130.3 
2026,Ryanair,01-06-2019 08:30,Frankfurt,Rome,FRA _ BER _ FCO,01-06-2019 21:00,12h 30m,1 stop,No info, 70.6 
2027,Ryanair,01-04-2019 09:10,Zurich,Amsterdam,ZRH _ AMS,01-04-2019 10:40,1h 30m,non-stop,No info, 36.8 
2028,British Airways,06-06-2019 06:30,Paris,London,CDG _ BRU _ MUC _ LHR,07-06-2019 07:25,24h 55m,2 stops,In-flight meal not included, 111.3 
2029,Lufthansa,12-06-2019 16:45,Paris,London,CDG _ BRU _ MUC _ LHR,13-06-2019 12:30,19h 45m,2 stops,No info, 164.6 
2030,Ryanair,15-06-2019 05:05,Frankfurt,Rome,FRA _ BER _ FCO,15-06-2019 16:10,11h 5m,1 stop,No info, 75.0 
2031,Lufthansa,12-06-2019 14:15,Paris,London,CDG _ LHR,12-06-2019 16:45,2h 30m,non-stop,No info, 60.6 
2032,British Airways,21-05-2019 06:30,Paris,London,CDG _ WAW _ LHR,22-05-2019 09:20,26h 50m,1 stop,No info, 158.3 
2033,Multiple carriers,03-06-2019 14:55,Frankfurt,Rome,FRA _ BER _ FCO,03-06-2019 22:30,7h 35m,1 stop,No info, 77.4 
2034,Multiple carriers,09-05-2019 08:45,Frankfurt,Rome,FRA _ BER _ FCO,09-05-2019 19:15,10h 30m,1 stop,No info, 90.9 
2035,British Airways,27-06-2019 18:20,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,28-06-2019 19:00,24h 40m,2 stops,No info, 157.3 
2036,Lufthansa,09-05-2019 09:25,Paris,London,CDG _ WAW _ LHR,10-05-2019 07:55,22h 30m,1 stop,No info, 92.0 
2037,British Airways,06-03-2019 22:50,London,Frankfurt,LHR _ MXP _ FRA,07-03-2019 10:25,11h 35m,1 stop,No info, 189.9 
2038,Air France,06-06-2019 07:10,Paris,London,CDG _ WAW _ LHR,07-06-2019 09:05,25h 55m,1 stop,No info, 93.0 
2039,Ryanair,01-04-2019 15:10,Paris,London,CDG _ WAW _ LHR,01-04-2019 20:30,5h 20m,1 stop,No info, 94.2 
2040,Multiple carriers,15-06-2019 07:05,Frankfurt,Rome,FRA _ BER _ FCO,15-06-2019 22:30,15h 25m,1 stop,No info, 106.1 
2041,Lufthansa,09-04-2019 22:00,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,10-04-2019 19:15,21h 15m,2 stops,No info, 91.8 
2042,British Airways,09-05-2019 17:30,Frankfurt,Rome,FRA _ BER _ FCO,10-05-2019 19:00,25h 30m,1 stop,In-flight meal not included, 136.1 
2043,easyJet,21-06-2019 17:45,Madrid,Paris,MAD _ CDG,21-06-2019 20:05,2h 20m,non-stop,No check-in baggage included, 39.0 
2044,British Airways,09-06-2019 17:00,Paris,London,CDG _ WAW _ LHR,09-06-2019 23:35,6h 35m,1 stop,In-flight meal not included, 153.9 
2045,Ryanair,24-03-2019 04:00,London,Frankfurt,LHR _ FRA,24-03-2019 06:50,2h 50m,non-stop,No info, 52.6 
2046,Multiple carriers,01-06-2019 14:55,Frankfurt,Rome,FRA _ BER _ FCO,01-06-2019 22:30,7h 35m,1 stop,No info, 77.4 
2047,Ryanair,03-04-2019 16:55,Zurich,Amsterdam,ZRH _ AMS,03-04-2019 18:25,1h 30m,non-stop,No info, 34.9 
2048,Multiple carriers,09-06-2019 10:00,Frankfurt,Rome,FRA _ BER _ FCO,09-06-2019 21:00,11h 00m,1 stop,No info, 81.5 
2049,Ryanair,15-06-2019 21:15,London,Frankfurt,LHR _ FRA,16-06-2019 00:15,3h 00m,non-stop,No info, 43.4 
2050,British Airways,06-03-2019 08:00,Frankfurt,Rome,FRA _ BER _ FCO,07-03-2019 04:25,20h 25m,1 stop,No info, 175.7 
2051,easyJet,27-05-2019 06:55,Paris,London,CDG _ LHR,27-05-2019 09:30,2h 35m,non-stop,No info, 42.6 
2052,Ryanair,15-04-2019 10:10,London,Frankfurt,LHR _ FRA,15-04-2019 13:00,2h 50m,non-stop,No info, 48.7 
2053,British Airways,27-05-2019 09:40,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,28-05-2019 04:25,18h 45m,2 stops,No info, 166.4 
2054,Ryanair,21-03-2019 08:25,Frankfurt,Rome,FRA _ BER _ FCO,21-03-2019 21:00,12h 35m,1 stop,No info, 91.1 
2055,Lufthansa,06-06-2019 06:20,Zurich,Amsterdam,ZRH _ AMS,06-06-2019 07:40,1h 20m,non-stop,No info, 34.1 
2056,Lufthansa,01-03-2019 08:50,London,Frankfurt,LHR _ BRU _ MUC _ FRA,02-03-2019 09:25,24h 35m,2 stops,No info, 279.7 
2057,easyJet,18-03-2019 13:10,Zurich,Amsterdam,ZRH _ AMS,18-03-2019 14:30,1h 20m,non-stop,No check-in baggage included, 26.2 
2058,British Airways,06-06-2019 10:20,Paris,London,CDG _ WAW _ LHR,06-06-2019 17:35,7h 15m,1 stop,No info, 124.5 
2059,British Airways,15-06-2019 02:15,Frankfurt,Rome,FRA _ BER _ FCO,15-06-2019 19:00,16h 45m,1 stop,In-flight meal not included, 112.9 
2060,Lufthansa,24-05-2019 05:50,Paris,London,CDG _ BRU _ MUC _ LHR,24-05-2019 13:15,7h 25m,2 stops,No info, 84.3 
2061,British Airways,24-03-2019 16:55,Paris,London,CDG _ WAW _ LHR,25-03-2019 19:40,26h 45m,1 stop,No info, 156.5 
2062,Ryanair,09-06-2019 09:15,Frankfurt,Rome,FRA _ BER _ FCO,09-06-2019 21:00,11h 45m,1 stop,No info, 75.2 
2063,British Airways,15-06-2019 06:45,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,16-06-2019 04:25,21h 40m,2 stops,No info, 147.1 
2064,British Airways,24-06-2019 15:00,Frankfurt,Rome,FRA _ BER _ FCO,25-06-2019 19:00,28h 00m,1 stop,In-flight meal not included, 112.9 
2065,Ryanair,27-03-2019 07:30,Frankfurt,Rome,FRA _ BER _ FCO,27-03-2019 15:30,8h 00m,1 stop,No info, 94.3 
2066,British Airways,09-03-2019 21:25,London,Frankfurt,LHR _ MXP _ FRA,13-03-2019 07:40,10h 15m,1 stop,In-flight meal not included, 86.2 
2067,Multiple carriers,24-06-2019 03:50,Frankfurt,Rome,FRA _ BER _ FCO,24-06-2019 19:00,15h 10m,1 stop,No info, 134.1 
2068,British Airways,15-06-2019 10:20,Zurich,Amsterdam,ZRH _ AMS,15-06-2019 11:50,1h 30m,non-stop,In-flight meal not included, 44.6 
2069,Wizz Air,12-04-2019 07:45,London,Frankfurt,LHR _ FRA,12-04-2019 10:40,2h 55m,non-stop,No info, 73.9 
2070,British Airways,09-06-2019 20:00,Paris,London,CDG _ WAW _ LHR,10-06-2019 16:20,20h 20m,1 stop,In-flight meal not included, 119.3 
2071,Multiple carriers,15-06-2019 07:00,Frankfurt,Rome,FRA _ BER _ FCO,15-06-2019 21:00,14h 00m,1 stop,No info, 81.5 
2072,British Airways,21-03-2019 20:50,Frankfurt,Rome,FRA _ BER _ FCO,22-03-2019 04:25,7h 35m,1 stop,No info, 156.1 
2073,easyJet,24-05-2019 17:10,Paris,London,CDG _ LHR,24-05-2019 19:40,2h 30m,non-stop,No check-in baggage included, 42.3 
2074,British Airways,09-05-2019 14:05,Paris,London,CDG _ WAW _ LHR,10-05-2019 04:40,14h 35m,1 stop,In-flight meal not included, 94.5 
2075,Multiple carriers,27-06-2019 10:35,Frankfurt,Rome,FRA _ BER _ FCO,27-06-2019 19:15,8h 40m,1 stop,No info, 78.7 
2076,British Airways,12-06-2019 08:25,Paris,London,CDG _ WAW _ LHR,12-06-2019 18:15,9h 50m,1 stop,In-flight meal not included, 108.9 
2077,British Airways,06-06-2019 08:25,Paris,London,CDG _ WAW _ LHR,06-06-2019 19:50,11h 25m,1 stop,No info, 160.3 
2078,Ryanair,18-05-2019 18:55,London,Frankfurt,LHR _ FRA,18-05-2019 21:50,2h 55m,non-stop,No info, 53.1 
2079,British Airways,09-05-2019 08:20,London,Frankfurt,LHR _ FRA,09-05-2019 11:20,3h 00m,non-stop,In-flight meal not included, 50.0 
2080,Lufthansa,01-03-2019 00:30,London,Frankfurt,LHR _ MXP _ FRA,01-03-2019 20:30,20h 00m,1 stop,1 Long layover, 162.3 
2081,Lufthansa,09-05-2019 09:25,Paris,London,CDG _ BRU _ MUC _ LHR,10-05-2019 13:45,28h 20m,2 stops,No info, 127.0 
2082,British Airways,21-05-2019 09:50,Frankfurt,Rome,FRA _ FCO,21-05-2019 13:05,3h 15m,non-stop,In-flight meal not included, 79.2 
2083,Multiple carriers,09-06-2019 10:35,Frankfurt,Rome,FRA _ BER _ FCO,09-06-2019 19:00,8h 25m,1 stop,No info, 122.1 
2084,Lufthansa,27-03-2019 19:30,Zurich,Amsterdam,ZRH _ AMS,27-03-2019 20:45,1h 15m,non-stop,No info, 28.3 
2085,Multiple carriers,27-03-2019 13:00,Frankfurt,Rome,FRA _ BER _ FCO,28-03-2019 01:35,12h 35m,1 stop,No info, 73.4 
2086,Ryanair,01-03-2019 18:55,London,Frankfurt,LHR _ FRA,01-03-2019 21:45,2h 50m,non-stop,No info, 157.4 
2087,British Airways,18-05-2019 21:50,Frankfurt,Rome,FRA _ BER _ FCO,19-05-2019 04:25,6h 35m,1 stop,No info, 171.1 
2088,British Airways,15-05-2019 09:35,Paris,London,CDG _ WAW _ LHR,16-05-2019 14:25,28h 50m,1 stop,In-flight meal not included, 102.5 
2089,British Airways,09-03-2019 06:30,Zurich,Amsterdam,ZRH _ AMS,09-03-2019 08:00,1h 30m,non-stop,In-flight meal not included, 54.9 
2090,British Airways,21-03-2019 11:40,London,Frankfurt,LHR _ MXP _ FRA,22-03-2019 07:40,20h 00m,1 stop,In-flight meal not included, 86.2 
2091,British Airways,21-05-2019 08:25,Paris,London,CDG _ WAW _ LHR,22-05-2019 08:15,23h 50m,1 stop,In-flight meal not included, 94.5 
2092,Lufthansa,27-04-2019 05:10,Frankfurt,Rome,FRA _ FCO,27-04-2019 08:00,2h 50m,non-stop,No info, 67.0 
2093,British Airways,24-06-2019 05:30,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,24-06-2019 19:00,13h 30m,2 stops,No info, 146.2 
2094,British Airways,09-06-2019 05:30,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,10-06-2019 04:25,22h 55m,2 stops,In-flight meal not included, 114.1 
2095,Multiple carriers,27-05-2019 10:00,Frankfurt,Rome,FRA _ BER _ FCO,27-05-2019 21:00,11h 00m,1 stop,No info, 106.9 
2096,British Airways,21-03-2019 08:55,London,Frankfurt,LHR _ MXP _ FRA,22-03-2019 07:40,22h 45m,1 stop,In-flight meal not included, 81.5 
2097,Lufthansa,06-06-2019 22:00,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,07-06-2019 19:15,21h 15m,2 stops,No info, 114.9 
2098,Ryanair,03-03-2019 10:45,Frankfurt,Rome,FRA _ BER _ FCO,04-03-2019 01:35,14h 50m,1 stop,No info, 163.6 
2099,British Airways,18-05-2019 08:00,Frankfurt,Rome,FRA _ BER _ FCO,18-05-2019 19:00,11h 00m,1 stop,No info, 171.1 
2100,British Airways,01-03-2019 14:05,London,Frankfurt,LHR _ MXP _ FRA,01-03-2019 19:10,5h 5m,1 stop,No info, 398.6 
2101,Ryanair,24-03-2019 16:55,Zurich,Amsterdam,ZRH _ AMS,24-03-2019 18:25,1h 30m,non-stop,No info, 34.9 
2102,easyJet,24-05-2019 17:45,Madrid,Paris,MAD _ CDG,24-05-2019 20:05,2h 20m,non-stop,No info, 39.6 
2103,easyJet,27-06-2019 13:15,Zurich,Amsterdam,ZRH _ AMS,27-06-2019 14:45,1h 30m,non-stop,No check-in baggage included, 21.6 
2104,Multiple carriers,24-06-2019 10:00,Frankfurt,Rome,FRA _ BER _ FCO,24-06-2019 19:00,9h 00m,1 stop,No info, 139.9 
2105,Ryanair,03-06-2019 14:25,Frankfurt,Rome,FRA _ FCO,03-06-2019 17:40,3h 15m,non-stop,No info, 66.2 
2106,Eurowings,09-03-2019 23:25,London,Frankfurt,LHR _ FRA,10-03-2019 02:10,2h 45m,non-stop,No info, 61.8 
2107,Multiple carriers,27-03-2019 19:00,Frankfurt,Rome,FRA _ BER _ FCO,28-03-2019 01:35,6h 35m,1 stop,No info, 86.3 
2108,British Airways,09-06-2019 21:10,Paris,London,CDG _ WAW _ LHR,10-06-2019 22:35,25h 25m,1 stop,In-flight meal not included, 119.3 
2109,British Airways,15-03-2019 21:25,London,Frankfurt,LHR _ MXP _ FRA,16-03-2019 05:05,7h 40m,1 stop,No info, 299.3 
2110,Ryanair,06-04-2019 14:25,Paris,London,CDG _ LHR,06-04-2019 16:55,2h 30m,non-stop,No info, 45.9 
2111,Multiple carriers,21-03-2019 08:00,Frankfurt,Rome,FRA _ BER _ FCO,21-03-2019 21:00,13h 00m,1 stop,No info, 75.7 
2112,Multiple carriers,21-03-2019 09:00,Frankfurt,Rome,FRA _ BER _ FCO,21-03-2019 21:00,12h 00m,1 stop,No info, 75.7 
2113,British Airways,21-05-2019 10:20,Paris,London,CDG _ WAW _ LHR,21-05-2019 17:35,7h 15m,1 stop,No info, 91.9 
2114,easyJet,24-03-2019 20:30,London,Frankfurt,LHR _ FRA,24-03-2019 23:20,2h 50m,non-stop,No check-in baggage included, 60.2 
2115,British Airways,27-06-2019 06:00,London,Frankfurt,LHR _ FRA,27-06-2019 08:45,2h 45m,non-stop,In-flight meal not included, 71.3 
2116,Air France,03-03-2019 19:40,London,Frankfurt,LHR _ FRA,03-03-2019 22:20,2h 40m,non-stop,No info, 131.0 
2117,Ryanair,21-05-2019 18:35,Frankfurt,Rome,FRA _ BER _ FCO,22-05-2019 01:30,6h 55m,1 stop,No info, 77.1 
2118,British Airways,01-04-2019 16:30,Paris,London,CDG _ WAW _ LHR,01-04-2019 22:35,6h 5m,1 stop,No info, 139.5 
2119,British Airways,21-05-2019 23:05,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,22-05-2019 19:00,19h 55m,2 stops,No info, 166.4 
2120,Multiple carriers,15-06-2019 14:00,Frankfurt,Rome,FRA _ BER _ FCO,15-06-2019 21:00,7h 00m,1 stop,No info, 149.5 
2121,British Airways,01-06-2019 19:15,Frankfurt,Rome,FRA _ BER _ FCO,02-06-2019 19:00,23h 45m,1 stop,No info, 161.9 
2122,Ryanair,03-03-2019 07:30,London,Frankfurt,LHR _ MXP _ FRA,03-03-2019 12:20,4h 50m,1 stop,No info, 68.4 
2123,British Airways,06-06-2019 07:05,Frankfurt,Rome,FRA _ BER _ FCO,06-06-2019 12:35,5h 30m,1 stop,In-flight meal not included, 112.9 
2124,Lufthansa,12-05-2019 09:25,Paris,London,CDG _ WAW _ LHR,12-05-2019 18:30,9h 5m,1 stop,No info, 94.3 
2125,British Airways,24-03-2019 19:45,Paris,London,CDG _ WAW _ LHR,25-03-2019 20:40,24h 55m,1 stop,In-flight meal not included, 110.3 
2126,British Airways,24-06-2019 19:10,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,25-06-2019 19:00,23h 50m,2 stops,No info, 141.0 
2127,Wizz Air,15-04-2019 07:25,Frankfurt,Rome,FRA _ BER _ FCO,15-04-2019 13:35,6h 10m,1 stop,No info, 55.6 
2128,British Airways,01-03-2019 08:00,London,Frankfurt,LHR _ MXP _ FRA,02-03-2019 08:15,24h 15m,1 stop,No info, 245.0 
2129,Air France,27-04-2019 07:00,London,Frankfurt,LHR _ FRA,27-04-2019 09:40,2h 40m,non-stop,No info, 61.7 
2130,easyJet,01-04-2019 09:00,Paris,London,CDG _ LHR,01-04-2019 11:25,2h 25m,non-stop,No info, 42.6 
2131,Ryanair,15-05-2019 05:35,Frankfurt,Rome,FRA _ FCO,15-05-2019 08:50,3h 15m,non-stop,No info, 66.2 
2132,British Airways,09-06-2019 06:30,Paris,London,CDG _ WAW _ LHR,09-06-2019 12:00,5h 30m,1 stop,In-flight meal not included, 119.3 
2133,easyJet,12-05-2019 13:15,Zurich,Amsterdam,ZRH _ AMS,12-05-2019 14:45,1h 30m,non-stop,No info, 24.5 
2134,British Airways,01-04-2019 19:50,London,Frankfurt,LHR _ FRA,01-04-2019 22:50,3h 00m,non-stop,No info, 79.5 
2135,British Airways,06-06-2019 05:30,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,06-06-2019 19:00,13h 30m,2 stops,In-flight meal not included, 114.1 
2136,British Airways,21-05-2019 17:30,Frankfurt,Rome,FRA _ BER _ FCO,22-05-2019 04:25,10h 55m,1 stop,In-flight meal not included, 141.9 
2137,Multiple carriers,12-06-2019 07:00,Frankfurt,Rome,FRA _ BER _ FCO,12-06-2019 19:00,12h 00m,1 stop,No info, 134.1 
2138,British Airways,09-05-2019 09:35,Paris,London,CDG _ WAW _ LHR,09-05-2019 23:35,14h 00m,1 stop,No info, 133.3 
2139,Lufthansa,27-05-2019 06:50,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,28-05-2019 07:40,24h 50m,2 stops,No info, 177.8 
2140,British Airways,18-03-2019 05:45,London,Frankfurt,LHR _ MXP _ FRA,18-03-2019 18:25,12h 40m,1 stop,No info, 135.1 
2141,Ryanair,21-06-2019 19:30,London,Frankfurt,LHR _ FRA,21-06-2019 22:15,2h 45m,non-stop,No info, 63.6 
2142,British Airways,09-05-2019 10:20,Zurich,Amsterdam,ZRH _ AMS,09-05-2019 11:50,1h 30m,non-stop,In-flight meal not included, 54.9 
2143,Ryanair,09-06-2019 05:10,Frankfurt,Rome,FRA _ BER _ FCO,09-06-2019 10:05,4h 55m,1 stop,No info, 71.5 
